subj_id,stage,block_idx,horizon,p0,p1,trial_idx,arm,reward,rt
b355a-ec390,practice,0,5,0.9,0.1,0,0,1,3589
b355a-ec390,practice,0,5,0.9,0.1,1,1,0,450
b355a-ec390,practice,0,5,0.9,0.1,2,0,1,3646
b355a-ec390,practice,0,5,0.9,0.1,3,0,1,627
b355a-ec390,practice,0,5,0.9,0.1,4,0,1,454
b355a-ec390,practice,1,5,0.9,0.1,0,0,1,1526
b355a-ec390,practice,1,5,0.9,0.1,1,0,0,528
b355a-ec390,practice,1,5,0.9,0.1,2,1,0,683
b355a-ec390,practice,1,5,0.9,0.1,3,0,1,115
b355a-ec390,practice,1,5,0.9,0.1,4,0,1,388
b355a-ec390,main,0,10,0.9,0.6,0,1,0,1438
b355a-ec390,main,0,10,0.9,0.6,1,0,1,1755
b355a-ec390,main,0,10,0.9,0.6,2,0,0,695
b355a-ec390,main,0,10,0.9,0.6,3,1,1,220
b355a-ec390,main,0,10,0.9,0.6,4,1,0,484
b355a-ec390,main,0,10,0.9,0.6,5,1,1,327
b355a-ec390,main,0,10,0.9,0.6,6,1,1,479
b355a-ec390,main,0,10,0.9,0.6,7,1,0,299
b355a-ec390,main,0,10,0.9,0.6,8,1,1,611
b355a-ec390,main,0,10,0.9,0.6,9,1,1,546
b355a-ec390,main,1,5,0.483,0.362,0,0,1,1654
b355a-ec390,main,1,5,0.483,0.362,1,0,0,462
b355a-ec390,main,1,5,0.483,0.362,2,1,0,1294
b355a-ec390,main,1,5,0.483,0.362,3,0,0,465
b355a-ec390,main,1,5,0.483,0.362,4,1,1,152
b355a-ec390,main,2,5,0.5,0.5,0,0,0,1463
b355a-ec390,main,2,5,0.5,0.5,1,1,1,813
b355a-ec390,main,2,5,0.5,0.5,2,1,0,413
b355a-ec390,main,2,5,0.5,0.5,3,0,1,532
b355a-ec390,main,2,5,0.5,0.5,4,0,0,365
b355a-ec390,main,3,20,0.048,0.816,0,0,0,1014
b355a-ec390,main,3,20,0.048,0.816,1,1,0,2233
b355a-ec390,main,3,20,0.048,0.816,2,0,0,182
b355a-ec390,main,3,20,0.048,0.816,3,1,1,430
b355a-ec390,main,3,20,0.048,0.816,4,1,1,376
b355a-ec390,main,3,20,0.048,0.816,5,1,1,628
b355a-ec390,main,3,20,0.048,0.816,6,1,0,392
b355a-ec390,main,3,20,0.048,0.816,7,1,0,324
b355a-ec390,main,3,20,0.048,0.816,8,0,0,276
b355a-ec390,main,3,20,0.048,0.816,9,0,1,370
b355a-ec390,main,3,20,0.048,0.816,10,0,0,462
b355a-ec390,main,3,20,0.048,0.816,11,1,0,72
b355a-ec390,main,3,20,0.048,0.816,12,0,1,278
b355a-ec390,main,3,20,0.048,0.816,13,0,0,546
b355a-ec390,main,3,20,0.048,0.816,14,0,0,571
b355a-ec390,main,3,20,0.048,0.816,15,1,1,97
b355a-ec390,main,3,20,0.048,0.816,16,1,1,342
b355a-ec390,main,3,20,0.048,0.816,17,1,1,451
b355a-ec390,main,3,20,0.048,0.816,18,1,0,324
b355a-ec390,main,3,20,0.048,0.816,19,1,1,592
b355a-ec390,main,4,10,0.8,0.8,0,0,1,1198
b355a-ec390,main,4,10,0.8,0.8,1,0,0,436
b355a-ec390,main,4,10,0.8,0.8,2,1,1,297
b355a-ec390,main,4,10,0.8,0.8,3,1,1,274
b355a-ec390,main,4,10,0.8,0.8,4,1,1,470
b355a-ec390,main,4,10,0.8,0.8,5,1,1,331
b355a-ec390,main,4,10,0.8,0.8,6,1,1,420
b355a-ec390,main,4,10,0.8,0.8,7,1,0,325
b355a-ec390,main,4,10,0.8,0.8,8,1,1,555
b355a-ec390,main,4,10,0.8,0.8,9,1,0,419
b355a-ec390,main,5,10,0.5,0.5,0,0,0,1126
b355a-ec390,main,5,10,0.5,0.5,1,1,0,77
b355a-ec390,main,5,10,0.5,0.5,2,0,1,352
b355a-ec390,main,5,10,0.5,0.5,3,0,1,626
b355a-ec390,main,5,10,0.5,0.5,4,0,0,837
b355a-ec390,main,5,10,0.5,0.5,5,0,0,369
b355a-ec390,main,5,10,0.5,0.5,6,1,0,415
b355a-ec390,main,5,10,0.5,0.5,7,1,0,512
b355a-ec390,main,5,10,0.5,0.5,8,0,1,165
b355a-ec390,main,5,10,0.5,0.5,9,0,0,670
b355a-ec390,main,6,10,0.298,0.798,0,0,0,550
b355a-ec390,main,6,10,0.298,0.798,1,1,1,1914
b355a-ec390,main,6,10,0.298,0.798,2,1,1,403
b355a-ec390,main,6,10,0.298,0.798,3,1,1,1230
b355a-ec390,main,6,10,0.298,0.798,4,1,1,440
b355a-ec390,main,6,10,0.298,0.798,5,1,1,757
b355a-ec390,main,6,10,0.298,0.798,6,1,1,568
b355a-ec390,main,6,10,0.298,0.798,7,1,1,338
b355a-ec390,main,6,10,0.298,0.798,8,1,1,363
b355a-ec390,main,6,10,0.298,0.798,9,1,1,352
b355a-ec390,main,7,20,0.8,0.8,0,0,1,1565
b355a-ec390,main,7,20,0.8,0.8,1,0,0,690
b355a-ec390,main,7,20,0.8,0.8,2,1,1,155
b355a-ec390,main,7,20,0.8,0.8,3,1,1,256
b355a-ec390,main,7,20,0.8,0.8,4,1,1,345
b355a-ec390,main,7,20,0.8,0.8,5,1,1,321
b355a-ec390,main,7,20,0.8,0.8,6,1,1,382
b355a-ec390,main,7,20,0.8,0.8,7,1,1,404
b355a-ec390,main,7,20,0.8,0.8,8,1,1,676
b355a-ec390,main,7,20,0.8,0.8,9,1,0,360
b355a-ec390,main,7,20,0.8,0.8,10,1,1,366
b355a-ec390,main,7,20,0.8,0.8,11,1,1,396
b355a-ec390,main,7,20,0.8,0.8,12,1,1,471
b355a-ec390,main,7,20,0.8,0.8,13,1,1,334
b355a-ec390,main,7,20,0.8,0.8,14,1,1,392
b355a-ec390,main,7,20,0.8,0.8,15,1,1,421
b355a-ec390,main,7,20,0.8,0.8,16,1,1,379
b355a-ec390,main,7,20,0.8,0.8,17,1,1,442
b355a-ec390,main,7,20,0.8,0.8,18,1,1,109
b355a-ec390,main,7,20,0.8,0.8,19,1,1,859
b355a-ec390,main,8,20,0.5,0.5,0,0,1,1389
b355a-ec390,main,8,20,0.5,0.5,1,0,0,453
b355a-ec390,main,8,20,0.5,0.5,2,1,0,151
b355a-ec390,main,8,20,0.5,0.5,3,0,0,3
b355a-ec390,main,8,20,0.5,0.5,4,1,1,577
b355a-ec390,main,8,20,0.5,0.5,5,1,0,479
b355a-ec390,main,8,20,0.5,0.5,6,0,1,323
b355a-ec390,main,8,20,0.5,0.5,7,0,0,445
b355a-ec390,main,8,20,0.5,0.5,8,1,0,372
b355a-ec390,main,8,20,0.5,0.5,9,0,1,335
b355a-ec390,main,8,20,0.5,0.5,10,0,0,420
b355a-ec390,main,8,20,0.5,0.5,11,1,1,313
b355a-ec390,main,8,20,0.5,0.5,12,1,1,264
b355a-ec390,main,8,20,0.5,0.5,13,1,1,305
b355a-ec390,main,8,20,0.5,0.5,14,1,1,339
b355a-ec390,main,8,20,0.5,0.5,15,1,1,240
b355a-ec390,main,8,20,0.5,0.5,16,1,0,183
b355a-ec390,main,8,20,0.5,0.5,17,1,1,266
b355a-ec390,main,8,20,0.5,0.5,18,1,0,719
b355a-ec390,main,8,20,0.5,0.5,19,1,0,244
b355a-ec390,main,9,5,0.99,0.041,0,0,1,612
b355a-ec390,main,9,5,0.99,0.041,1,0,0,395
b355a-ec390,main,9,5,0.99,0.041,2,1,0,718
b355a-ec390,main,9,5,0.99,0.041,3,0,1,332
b355a-ec390,main,9,5,0.99,0.041,4,0,1,328
b355a-ec390,main,10,20,0.2,0.2,0,0,0,956
b355a-ec390,main,10,20,0.2,0.2,1,1,0,103
b355a-ec390,main,10,20,0.2,0.2,2,0,0,260
b355a-ec390,main,10,20,0.2,0.2,3,1,1,261
b355a-ec390,main,10,20,0.2,0.2,4,1,0,470
b355a-ec390,main,10,20,0.2,0.2,5,0,0,306
b355a-ec390,main,10,20,0.2,0.2,6,1,1,300
b355a-ec390,main,10,20,0.2,0.2,7,1,1,646
b355a-ec390,main,10,20,0.2,0.2,8,1,0,222
b355a-ec390,main,10,20,0.2,0.2,9,1,0,291
b355a-ec390,main,10,20,0.2,0.2,10,0,0,516
b355a-ec390,main,10,20,0.2,0.2,11,1,1,454
b355a-ec390,main,10,20,0.2,0.2,12,1,0,784
b355a-ec390,main,10,20,0.2,0.2,13,0,0,1185
b355a-ec390,main,10,20,0.2,0.2,14,1,0,250
b355a-ec390,main,10,20,0.2,0.2,15,1,1,18158
b355a-ec390,main,10,20,0.2,0.2,16,1,0,342
b355a-ec390,main,10,20,0.2,0.2,17,1,0,301
b355a-ec390,main,10,20,0.2,0.2,18,0,1,632
b355a-ec390,main,10,20,0.2,0.2,19,0,1,356
b355a-ec390,main,11,10,0.2,0.2,0,0,1,1277
b355a-ec390,main,11,10,0.2,0.2,1,0,0,495
b355a-ec390,main,11,10,0.2,0.2,2,1,1,152
b355a-ec390,main,11,10,0.2,0.2,3,1,0,357
b355a-ec390,main,11,10,0.2,0.2,4,0,0,3
b355a-ec390,main,11,10,0.2,0.2,5,1,0,68
b355a-ec390,main,11,10,0.2,0.2,6,0,0,456
b355a-ec390,main,11,10,0.2,0.2,7,1,0,386
b355a-ec390,main,11,10,0.2,0.2,8,0,0,37
b355a-ec390,main,11,10,0.2,0.2,9,1,1,338
b355a-ec390,main,12,10,0.019,0.908,0,0,0,1085
b355a-ec390,main,12,10,0.019,0.908,1,1,1,975
b355a-ec390,main,12,10,0.019,0.908,2,1,1,426
b355a-ec390,main,12,10,0.019,0.908,3,1,1,346
b355a-ec390,main,12,10,0.019,0.908,4,1,1,345
b355a-ec390,main,12,10,0.019,0.908,5,1,1,273
b355a-ec390,main,12,10,0.019,0.908,6,1,1,302
b355a-ec390,main,12,10,0.019,0.908,7,1,1,311
b355a-ec390,main,12,10,0.019,0.908,8,1,1,321
b355a-ec390,main,12,10,0.019,0.908,9,1,1,108
b355a-ec390,main,13,5,0.2,0.2,0,0,0,1347
b355a-ec390,main,13,5,0.2,0.2,1,1,0,1024
b355a-ec390,main,13,5,0.2,0.2,2,0,1,339
b355a-ec390,main,13,5,0.2,0.2,3,0,0,605
b355a-ec390,main,13,5,0.2,0.2,4,1,0,35
b355a-ec390,main,14,5,0.8,0.8,0,0,1,821
b355a-ec390,main,14,5,0.8,0.8,1,0,0,344
b355a-ec390,main,14,5,0.8,0.8,2,1,1,344
b355a-ec390,main,14,5,0.8,0.8,3,1,1,520
b355a-ec390,main,14,5,0.8,0.8,4,1,1,462
dadef-5fa73,practice,0,5,0.9,0.1,0,0,1,3035
dadef-5fa73,practice,0,5,0.9,0.1,1,0,0,1736
dadef-5fa73,practice,0,5,0.9,0.1,2,1,0,1689
dadef-5fa73,practice,0,5,0.9,0.1,3,0,1,806
dadef-5fa73,practice,0,5,0.9,0.1,4,0,1,836
dadef-5fa73,practice,1,5,0.9,0.1,0,0,1,1876
dadef-5fa73,practice,1,5,0.9,0.1,1,0,0,539
dadef-5fa73,practice,1,5,0.9,0.1,2,0,1,534
dadef-5fa73,practice,1,5,0.9,0.1,3,0,1,446
dadef-5fa73,practice,1,5,0.9,0.1,4,0,1,179
dadef-5fa73,main,0,10,0.9,0.6,0,0,1,1450
dadef-5fa73,main,0,10,0.9,0.6,1,0,0,759
dadef-5fa73,main,0,10,0.9,0.6,2,0,1,793
dadef-5fa73,main,0,10,0.9,0.6,3,0,0,614
dadef-5fa73,main,0,10,0.9,0.6,4,0,1,614
dadef-5fa73,main,0,10,0.9,0.6,5,0,0,660
dadef-5fa73,main,0,10,0.9,0.6,6,0,1,602
dadef-5fa73,main,0,10,0.9,0.6,7,0,0,656
dadef-5fa73,main,0,10,0.9,0.6,8,1,0,1421
dadef-5fa73,main,0,10,0.9,0.6,9,1,0,988
dadef-5fa73,main,1,5,0.483,0.362,0,0,1,1484
dadef-5fa73,main,1,5,0.483,0.362,1,0,0,804
dadef-5fa73,main,1,5,0.483,0.362,2,0,0,820
dadef-5fa73,main,1,5,0.483,0.362,3,0,1,866
dadef-5fa73,main,1,5,0.483,0.362,4,0,1,733
dadef-5fa73,main,2,5,0.5,0.5,0,0,1,2116
dadef-5fa73,main,2,5,0.5,0.5,1,0,0,498
dadef-5fa73,main,2,5,0.5,0.5,2,0,1,694
dadef-5fa73,main,2,5,0.5,0.5,3,0,0,570
dadef-5fa73,main,2,5,0.5,0.5,4,0,1,986
dadef-5fa73,main,3,20,0.048,0.816,0,0,0,2251
dadef-5fa73,main,3,20,0.048,0.816,1,1,0,561
dadef-5fa73,main,3,20,0.048,0.816,2,1,1,1095
dadef-5fa73,main,3,20,0.048,0.816,3,1,0,890
dadef-5fa73,main,3,20,0.048,0.816,4,1,0,1270
dadef-5fa73,main,3,20,0.048,0.816,5,0,0,507
dadef-5fa73,main,3,20,0.048,0.816,6,0,0,580
dadef-5fa73,main,3,20,0.048,0.816,7,0,0,1069
dadef-5fa73,main,3,20,0.048,0.816,8,1,1,667
dadef-5fa73,main,3,20,0.048,0.816,9,1,0,1079
dadef-5fa73,main,3,20,0.048,0.816,10,1,1,489
dadef-5fa73,main,3,20,0.048,0.816,11,1,1,604
dadef-5fa73,main,3,20,0.048,0.816,12,1,1,623
dadef-5fa73,main,3,20,0.048,0.816,13,1,1,586
dadef-5fa73,main,3,20,0.048,0.816,14,1,0,649
dadef-5fa73,main,3,20,0.048,0.816,15,1,0,1064
dadef-5fa73,main,3,20,0.048,0.816,16,0,0,483
dadef-5fa73,main,3,20,0.048,0.816,17,0,1,543
dadef-5fa73,main,3,20,0.048,0.816,18,0,0,483
dadef-5fa73,main,3,20,0.048,0.816,19,0,0,444
dadef-5fa73,main,4,10,0.8,0.8,0,0,1,1289
dadef-5fa73,main,4,10,0.8,0.8,1,0,0,718
dadef-5fa73,main,4,10,0.8,0.8,2,0,0,475
dadef-5fa73,main,4,10,0.8,0.8,3,0,1,562
dadef-5fa73,main,4,10,0.8,0.8,4,0,1,476
dadef-5fa73,main,4,10,0.8,0.8,5,0,0,577
dadef-5fa73,main,4,10,0.8,0.8,6,0,1,654
dadef-5fa73,main,4,10,0.8,0.8,7,0,0,620
dadef-5fa73,main,4,10,0.8,0.8,8,0,0,553
dadef-5fa73,main,4,10,0.8,0.8,9,0,1,430
dadef-5fa73,main,5,10,0.5,0.5,0,1,0,1899
dadef-5fa73,main,5,10,0.5,0.5,1,1,1,463
dadef-5fa73,main,5,10,0.5,0.5,2,1,1,715
dadef-5fa73,main,5,10,0.5,0.5,3,1,0,738
dadef-5fa73,main,5,10,0.5,0.5,4,1,1,594
dadef-5fa73,main,5,10,0.5,0.5,5,1,0,578
dadef-5fa73,main,5,10,0.5,0.5,6,1,1,583
dadef-5fa73,main,5,10,0.5,0.5,7,1,0,627
dadef-5fa73,main,5,10,0.5,0.5,8,1,0,437
dadef-5fa73,main,5,10,0.5,0.5,9,1,1,444
dadef-5fa73,main,6,10,0.298,0.798,0,0,1,2027
dadef-5fa73,main,6,10,0.298,0.798,1,0,0,151
dadef-5fa73,main,6,10,0.298,0.798,2,0,0,474
dadef-5fa73,main,6,10,0.298,0.798,3,0,1,577
dadef-5fa73,main,6,10,0.298,0.798,4,0,1,553
dadef-5fa73,main,6,10,0.298,0.798,5,0,0,544
dadef-5fa73,main,6,10,0.298,0.798,6,0,1,457
dadef-5fa73,main,6,10,0.298,0.798,7,0,0,655
dadef-5fa73,main,6,10,0.298,0.798,8,0,0,532
dadef-5fa73,main,6,10,0.298,0.798,9,0,0,525
dadef-5fa73,main,7,20,0.8,0.8,0,1,1,1410
dadef-5fa73,main,7,20,0.8,0.8,1,1,0,733
dadef-5fa73,main,7,20,0.8,0.8,2,1,1,542
dadef-5fa73,main,7,20,0.8,0.8,3,1,0,546
dadef-5fa73,main,7,20,0.8,0.8,4,1,1,447
dadef-5fa73,main,7,20,0.8,0.8,5,1,1,721
dadef-5fa73,main,7,20,0.8,0.8,6,1,1,493
dadef-5fa73,main,7,20,0.8,0.8,7,1,0,526
dadef-5fa73,main,7,20,0.8,0.8,8,1,1,616
dadef-5fa73,main,7,20,0.8,0.8,9,1,1,165
dadef-5fa73,main,7,20,0.8,0.8,10,1,0,197
dadef-5fa73,main,7,20,0.8,0.8,11,1,1,572
dadef-5fa73,main,7,20,0.8,0.8,12,1,0,519
dadef-5fa73,main,7,20,0.8,0.8,13,1,1,486
dadef-5fa73,main,7,20,0.8,0.8,14,1,0,283
dadef-5fa73,main,7,20,0.8,0.8,15,1,1,430
dadef-5fa73,main,7,20,0.8,0.8,16,1,0,588
dadef-5fa73,main,7,20,0.8,0.8,17,1,0,415
dadef-5fa73,main,7,20,0.8,0.8,18,1,1,379
dadef-5fa73,main,7,20,0.8,0.8,19,1,0,723
dadef-5fa73,main,8,20,0.5,0.5,0,1,1,1802
dadef-5fa73,main,8,20,0.5,0.5,1,1,0,589
dadef-5fa73,main,8,20,0.5,0.5,2,1,1,568
dadef-5fa73,main,8,20,0.5,0.5,3,1,0,619
dadef-5fa73,main,8,20,0.5,0.5,4,1,1,466
dadef-5fa73,main,8,20,0.5,0.5,5,1,1,654
dadef-5fa73,main,8,20,0.5,0.5,6,1,1,515
dadef-5fa73,main,8,20,0.5,0.5,7,1,0,553
dadef-5fa73,main,8,20,0.5,0.5,8,1,1,449
dadef-5fa73,main,8,20,0.5,0.5,9,1,1,530
dadef-5fa73,main,8,20,0.5,0.5,10,1,0,547
dadef-5fa73,main,8,20,0.5,0.5,11,1,1,487
dadef-5fa73,main,8,20,0.5,0.5,12,1,0,605
dadef-5fa73,main,8,20,0.5,0.5,13,1,1,423
dadef-5fa73,main,8,20,0.5,0.5,14,1,0,238
dadef-5fa73,main,8,20,0.5,0.5,15,1,1,413
dadef-5fa73,main,8,20,0.5,0.5,16,1,0,420
dadef-5fa73,main,8,20,0.5,0.5,17,1,0,544
dadef-5fa73,main,8,20,0.5,0.5,18,1,0,387
dadef-5fa73,main,8,20,0.5,0.5,19,1,0,431
dadef-5fa73,main,9,5,0.99,0.041,0,0,1,1809
dadef-5fa73,main,9,5,0.99,0.041,1,0,0,564
dadef-5fa73,main,9,5,0.99,0.041,2,0,1,501
dadef-5fa73,main,9,5,0.99,0.041,3,0,1,530
dadef-5fa73,main,9,5,0.99,0.041,4,0,1,658
dadef-5fa73,main,10,20,0.2,0.2,0,1,0,1753
dadef-5fa73,main,10,20,0.2,0.2,1,1,1,480
dadef-5fa73,main,10,20,0.2,0.2,2,1,1,460
dadef-5fa73,main,10,20,0.2,0.2,3,1,0,457
dadef-5fa73,main,10,20,0.2,0.2,4,1,1,484
dadef-5fa73,main,10,20,0.2,0.2,5,1,1,466
dadef-5fa73,main,10,20,0.2,0.2,6,1,1,239
dadef-5fa73,main,10,20,0.2,0.2,7,1,0,482
dadef-5fa73,main,10,20,0.2,0.2,8,1,1,391
dadef-5fa73,main,10,20,0.2,0.2,9,1,1,549
dadef-5fa73,main,10,20,0.2,0.2,10,1,0,462
dadef-5fa73,main,10,20,0.2,0.2,11,1,1,508
dadef-5fa73,main,10,20,0.2,0.2,12,1,0,471
dadef-5fa73,main,10,20,0.2,0.2,13,1,1,459
dadef-5fa73,main,10,20,0.2,0.2,14,1,0,447
dadef-5fa73,main,10,20,0.2,0.2,15,1,1,417
dadef-5fa73,main,10,20,0.2,0.2,16,1,0,468
dadef-5fa73,main,10,20,0.2,0.2,17,1,0,454
dadef-5fa73,main,10,20,0.2,0.2,18,1,0,531
dadef-5fa73,main,10,20,0.2,0.2,19,1,0,447
dadef-5fa73,main,11,10,0.2,0.2,0,0,1,2369
dadef-5fa73,main,11,10,0.2,0.2,1,0,0,509
dadef-5fa73,main,11,10,0.2,0.2,2,0,0,455
dadef-5fa73,main,11,10,0.2,0.2,3,0,1,505
dadef-5fa73,main,11,10,0.2,0.2,4,0,1,505
dadef-5fa73,main,11,10,0.2,0.2,5,0,0,472
dadef-5fa73,main,11,10,0.2,0.2,6,0,1,453
dadef-5fa73,main,11,10,0.2,0.2,7,0,0,484
dadef-5fa73,main,11,10,0.2,0.2,8,0,0,568
dadef-5fa73,main,11,10,0.2,0.2,9,0,0,527
dadef-5fa73,main,12,10,0.019,0.908,0,1,1,1762
dadef-5fa73,main,12,10,0.019,0.908,1,1,0,356
dadef-5fa73,main,12,10,0.019,0.908,2,1,1,654
dadef-5fa73,main,12,10,0.019,0.908,3,1,0,523
dadef-5fa73,main,12,10,0.019,0.908,4,1,1,412
dadef-5fa73,main,12,10,0.019,0.908,5,1,0,484
dadef-5fa73,main,12,10,0.019,0.908,6,1,1,457
dadef-5fa73,main,12,10,0.019,0.908,7,1,0,428
dadef-5fa73,main,12,10,0.019,0.908,8,1,1,444
dadef-5fa73,main,12,10,0.019,0.908,9,1,1,417
dadef-5fa73,main,13,5,0.2,0.2,0,0,0,2525
dadef-5fa73,main,13,5,0.2,0.2,1,1,0,782
dadef-5fa73,main,13,5,0.2,0.2,2,0,0,725
dadef-5fa73,main,13,5,0.2,0.2,3,1,0,478
dadef-5fa73,main,13,5,0.2,0.2,4,0,0,356
dadef-5fa73,main,14,5,0.8,0.8,0,0,1,1227
dadef-5fa73,main,14,5,0.8,0.8,1,0,0,1023
dadef-5fa73,main,14,5,0.8,0.8,2,0,1,1627
dadef-5fa73,main,14,5,0.8,0.8,3,0,1,604
dadef-5fa73,main,14,5,0.8,0.8,4,0,1,469
41010-1a5e9,practice,0,5,0.9,0.1,0,0,1,1517
41010-1a5e9,practice,0,5,0.9,0.1,1,1,0,1312
41010-1a5e9,practice,0,5,0.9,0.1,2,0,1,619
41010-1a5e9,practice,0,5,0.9,0.1,3,0,1,159
41010-1a5e9,practice,0,5,0.9,0.1,4,0,1,302
41010-1a5e9,practice,1,5,0.9,0.1,0,1,0,1124
41010-1a5e9,practice,1,5,0.9,0.1,1,0,1,493
41010-1a5e9,practice,1,5,0.9,0.1,2,0,1,353
41010-1a5e9,practice,1,5,0.9,0.1,3,0,1,193
41010-1a5e9,practice,1,5,0.9,0.1,4,0,1,69
41010-1a5e9,main,0,10,0.9,0.6,0,0,1,715
41010-1a5e9,main,0,10,0.9,0.6,1,0,0,535
41010-1a5e9,main,0,10,0.9,0.6,2,1,0,949
41010-1a5e9,main,0,10,0.9,0.6,3,0,1,495
41010-1a5e9,main,0,10,0.9,0.6,4,0,1,472
41010-1a5e9,main,0,10,0.9,0.6,5,0,1,234
41010-1a5e9,main,0,10,0.9,0.6,6,0,1,324
41010-1a5e9,main,0,10,0.9,0.6,7,0,1,228
41010-1a5e9,main,0,10,0.9,0.6,8,0,1,134
41010-1a5e9,main,0,10,0.9,0.6,9,0,1,250
41010-1a5e9,main,1,5,0.483,0.362,0,0,0,1206
41010-1a5e9,main,1,5,0.483,0.362,1,1,1,29
41010-1a5e9,main,1,5,0.483,0.362,2,1,0,362
41010-1a5e9,main,1,5,0.483,0.362,3,1,1,215
41010-1a5e9,main,1,5,0.483,0.362,4,1,0,284
41010-1a5e9,main,2,5,0.5,0.5,0,1,1,1026
41010-1a5e9,main,2,5,0.5,0.5,1,1,0,247
41010-1a5e9,main,2,5,0.5,0.5,2,0,0,275
41010-1a5e9,main,2,5,0.5,0.5,3,0,1,225
41010-1a5e9,main,2,5,0.5,0.5,4,0,0,299
41010-1a5e9,main,3,20,0.048,0.816,0,0,0,626
41010-1a5e9,main,3,20,0.048,0.816,1,1,1,518
41010-1a5e9,main,3,20,0.048,0.816,2,1,1,245
41010-1a5e9,main,3,20,0.048,0.816,3,1,1,442
41010-1a5e9,main,3,20,0.048,0.816,4,1,0,258
41010-1a5e9,main,3,20,0.048,0.816,5,0,0,315
41010-1a5e9,main,3,20,0.048,0.816,6,1,1,395
41010-1a5e9,main,3,20,0.048,0.816,7,1,1,365
41010-1a5e9,main,3,20,0.048,0.816,8,1,1,115
41010-1a5e9,main,3,20,0.048,0.816,9,1,0,62
41010-1a5e9,main,3,20,0.048,0.816,10,0,1,394
41010-1a5e9,main,3,20,0.048,0.816,11,1,0,302
41010-1a5e9,main,3,20,0.048,0.816,12,1,0,291
41010-1a5e9,main,3,20,0.048,0.816,13,0,0,307
41010-1a5e9,main,3,20,0.048,0.816,14,0,0,313
41010-1a5e9,main,3,20,0.048,0.816,15,1,1,133
41010-1a5e9,main,3,20,0.048,0.816,16,1,0,333
41010-1a5e9,main,3,20,0.048,0.816,17,1,1,69
41010-1a5e9,main,3,20,0.048,0.816,18,1,1,234
41010-1a5e9,main,3,20,0.048,0.816,19,1,1,219
41010-1a5e9,main,4,10,0.8,0.8,0,1,1,808
41010-1a5e9,main,4,10,0.8,0.8,1,0,1,266
41010-1a5e9,main,4,10,0.8,0.8,2,1,1,270
41010-1a5e9,main,4,10,0.8,0.8,3,0,1,321
41010-1a5e9,main,4,10,0.8,0.8,4,1,0,278
41010-1a5e9,main,4,10,0.8,0.8,5,0,1,373
41010-1a5e9,main,4,10,0.8,0.8,6,0,0,404
41010-1a5e9,main,4,10,0.8,0.8,7,1,1,234
41010-1a5e9,main,4,10,0.8,0.8,8,0,0,502
41010-1a5e9,main,4,10,0.8,0.8,9,0,1,262
41010-1a5e9,main,5,10,0.5,0.5,0,1,1,1188
41010-1a5e9,main,5,10,0.5,0.5,1,0,0,267
41010-1a5e9,main,5,10,0.5,0.5,2,1,0,149
41010-1a5e9,main,5,10,0.5,0.5,3,0,0,297
41010-1a5e9,main,5,10,0.5,0.5,4,1,0,138
41010-1a5e9,main,5,10,0.5,0.5,5,1,1,223
41010-1a5e9,main,5,10,0.5,0.5,6,1,0,274
41010-1a5e9,main,5,10,0.5,0.5,7,0,0,345
41010-1a5e9,main,5,10,0.5,0.5,8,0,1,347
41010-1a5e9,main,5,10,0.5,0.5,9,0,1,301
41010-1a5e9,main,6,10,0.298,0.798,0,0,1,534
41010-1a5e9,main,6,10,0.298,0.798,1,1,1,540
41010-1a5e9,main,6,10,0.298,0.798,2,1,1,288
41010-1a5e9,main,6,10,0.298,0.798,3,0,0,272
41010-1a5e9,main,6,10,0.298,0.798,4,1,1,65
41010-1a5e9,main,6,10,0.298,0.798,5,1,1,918
41010-1a5e9,main,6,10,0.298,0.798,6,1,1,40
41010-1a5e9,main,6,10,0.298,0.798,7,1,1,584
41010-1a5e9,main,6,10,0.298,0.798,8,1,1,449
41010-1a5e9,main,6,10,0.298,0.798,9,1,1,235
41010-1a5e9,main,7,20,0.8,0.8,0,1,1,953
41010-1a5e9,main,7,20,0.8,0.8,1,0,1,760
41010-1a5e9,main,7,20,0.8,0.8,2,0,1,190
41010-1a5e9,main,7,20,0.8,0.8,3,1,1,244
41010-1a5e9,main,7,20,0.8,0.8,4,1,1,209
41010-1a5e9,main,7,20,0.8,0.8,5,1,0,233
41010-1a5e9,main,7,20,0.8,0.8,6,0,1,5
41010-1a5e9,main,7,20,0.8,0.8,7,1,1,228
41010-1a5e9,main,7,20,0.8,0.8,8,1,1,246
41010-1a5e9,main,7,20,0.8,0.8,9,0,1,109
41010-1a5e9,main,7,20,0.8,0.8,10,0,1,230
41010-1a5e9,main,7,20,0.8,0.8,11,1,1,259
41010-1a5e9,main,7,20,0.8,0.8,12,1,1,212
41010-1a5e9,main,7,20,0.8,0.8,13,0,1,242
41010-1a5e9,main,7,20,0.8,0.8,14,0,1,222
41010-1a5e9,main,7,20,0.8,0.8,15,1,1,437
41010-1a5e9,main,7,20,0.8,0.8,16,1,1,173
41010-1a5e9,main,7,20,0.8,0.8,17,0,1,250
41010-1a5e9,main,7,20,0.8,0.8,18,0,1,358
41010-1a5e9,main,7,20,0.8,0.8,19,1,0,471
41010-1a5e9,main,8,20,0.5,0.5,0,0,1,511
41010-1a5e9,main,8,20,0.5,0.5,1,1,0,253
41010-1a5e9,main,8,20,0.5,0.5,2,1,1,121
