session_id,stage,block_idx,high_reward,low_reward,horizon,p0,p1,trial_idx,arm,reward,rt
6909ef00fbeef7a597eea479,main,7,1,-1,10,0.181,0.775,7,1,1,246
6909ef00fbeef7a597eea479,main,7,1,-1,10,0.181,0.775,8,1,1,246
6909ef00fbeef7a597eea479,main,7,1,-1,10,0.181,0.775,9,1,1,309
6909ef00fbeef7a597eea479,main,8,1,-1,20,0.548,0.426,0,0,0,667
6909ef00fbeef7a597eea479,main,8,1,-1,20,0.548,0.426,1,0,1,267
6909ef00fbeef7a597eea479,main,8,1,-1,20,0.548,0.426,2,0,1,283
6909ef00fbeef7a597eea479,main,8,1,-1,20,0.548,0.426,3,0,0,254
6909ef00fbeef7a597eea479,main,8,1,-1,20,0.548,0.426,4,1,1,273
6909ef00fbeef7a597eea479,main,8,1,-1,20,0.548,0.426,5,1,0,261
6909ef00fbeef7a597eea479,main,8,1,-1,20,0.548,0.426,6,1,1,275
6909ef00fbeef7a597eea479,main,8,1,-1,20,0.548,0.426,7,1,1,267
6909ef00fbeef7a597eea479,main,8,1,-1,20,0.548,0.426,8,1,0,261
6909ef00fbeef7a597eea479,main,8,1,-1,20,0.548,0.426,9,1,0,328
6909ef00fbeef7a597eea479,main,8,1,-1,20,0.548,0.426,10,1,0,282
6909ef00fbeef7a597eea479,main,8,1,-1,20,0.548,0.426,11,0,0,383
6909ef00fbeef7a597eea479,main,8,1,-1,20,0.548,0.426,12,0,1,182
6909ef00fbeef7a597eea479,main,8,1,-1,20,0.548,0.426,13,0,0,480
6909ef00fbeef7a597eea479,main,8,1,-1,20,0.548,0.426,14,1,0,590
6909ef00fbeef7a597eea479,main,8,1,-1,20,0.548,0.426,15,0,1,157
6909ef00fbeef7a597eea479,main,8,1,-1,20,0.548,0.426,16,0,1,296
6909ef00fbeef7a597eea479,main,8,1,-1,20,0.548,0.426,17,0,1,248
6909ef00fbeef7a597eea479,main,8,1,-1,20,0.548,0.426,18,0,0,284
6909ef00fbeef7a597eea479,main,8,1,-1,20,0.548,0.426,19,1,1,6145
6909ef00fbeef7a597eea479,main,9,1,-1,5,0.354,0.43,0,1,0,988
6909ef00fbeef7a597eea479,main,9,1,-1,5,0.354,0.43,1,1,1,279
6909ef00fbeef7a597eea479,main,9,1,-1,5,0.354,0.43,2,1,1,246
6909ef00fbeef7a597eea479,main,9,1,-1,5,0.354,0.43,3,1,0,237
6909ef00fbeef7a597eea479,main,9,1,-1,5,0.354,0.43,4,1,1,325
6909ef00fbeef7a597eea479,main,10,1,-1,20,0.688,0.644,0,0,0,893
6909ef00fbeef7a597eea479,main,10,1,-1,20,0.688,0.644,1,0,1,68
6909ef00fbeef7a597eea479,main,10,1,-1,20,0.688,0.644,2,0,1,236
6909ef00fbeef7a597eea479,main,10,1,-1,20,0.688,0.644,3,0,0,228
6909ef00fbeef7a597eea479,main,10,1,-1,20,0.688,0.644,4,1,1,395
6909ef00fbeef7a597eea479,main,10,1,-1,20,0.688,0.644,5,1,0,202
6909ef00fbeef7a597eea479,main,10,1,-1,20,0.688,0.644,6,1,1,230
6909ef00fbeef7a597eea479,main,10,1,-1,20,0.688,0.644,7,1,1,219
6909ef00fbeef7a597eea479,main,10,1,-1,20,0.688,0.644,8,1,1,436
6909ef00fbeef7a597eea479,main,10,1,-1,20,0.688,0.644,9,1,0,239
6909ef00fbeef7a597eea479,main,10,1,-1,20,0.688,0.644,10,1,1,393
6909ef00fbeef7a597eea479,main,10,1,-1,20,0.688,0.644,11,1,0,404
6909ef00fbeef7a597eea479,main,10,1,-1,20,0.688,0.644,12,1,0,461
6909ef00fbeef7a597eea479,main,10,1,-1,20,0.688,0.644,13,0,0,581
6909ef00fbeef7a597eea479,main,10,1,-1,20,0.688,0.644,14,0,1,1177
6909ef00fbeef7a597eea479,main,10,1,-1,20,0.688,0.644,15,0,1,245
6909ef00fbeef7a597eea479,main,10,1,-1,20,0.688,0.644,16,0,0,289
6909ef00fbeef7a597eea479,main,10,1,-1,20,0.688,0.644,17,0,1,455
6909ef00fbeef7a597eea479,main,10,1,-1,20,0.688,0.644,18,0,0,680
6909ef00fbeef7a597eea479,main,10,1,-1,20,0.688,0.644,19,0,1,326
6909ef00fbeef7a597eea479,main,11,8,-8,10,0.111,0.127,0,1,1,633
6909ef00fbeef7a597eea479,main,11,8,-8,10,0.111,0.127,1,1,0,35
6909ef00fbeef7a597eea479,main,11,8,-8,10,0.111,0.127,2,0,0,685
6909ef00fbeef7a597eea479,main,11,8,-8,10,0.111,0.127,3,0,0,260
6909ef00fbeef7a597eea479,main,11,8,-8,10,0.111,0.127,4,1,1,388
6909ef00fbeef7a597eea479,main,11,8,-8,10,0.111,0.127,5,1,0,410
6909ef00fbeef7a597eea479,main,11,8,-8,10,0.111,0.127,6,0,0,512
6909ef00fbeef7a597eea479,main,11,8,-8,10,0.111,0.127,7,0,0,541
6909ef00fbeef7a597eea479,main,11,8,-8,10,0.111,0.127,8,1,0,221
6909ef00fbeef7a597eea479,main,11,8,-8,10,0.111,0.127,9,1,0,338
690b6522607a15e6900e043c,practice,0,1,-1,5,0.9,0.1,0,0,1,872
690b6522607a15e6900e043c,practice,0,1,-1,5,0.9,0.1,1,0,0,1478
690b6522607a15e6900e043c,practice,0,1,-1,5,0.9,0.1,2,1,1,729
690b6522607a15e6900e043c,practice,0,1,-1,5,0.9,0.1,3,0,1,1587
690b6522607a15e6900e043c,practice,0,1,-1,5,0.9,0.1,4,1,0,996
690b6522607a15e6900e043c,practice,1,1,-1,5,0.9,0.1,0,0,1,536
690b6522607a15e6900e043c,practice,1,1,-1,5,0.9,0.1,1,1,0,1707
690b6522607a15e6900e043c,practice,1,1,-1,5,0.9,0.1,2,0,1,1012
690b6522607a15e6900e043c,practice,1,1,-1,5,0.9,0.1,3,0,1,766
690b6522607a15e6900e043c,practice,1,1,-1,5,0.9,0.1,4,0,1,738
690b6522607a15e6900e043c,main,0,1,-1,10,0.71,0.289,0,1,0,688
690b6522607a15e6900e043c,main,0,1,-1,10,0.71,0.289,1,0,0,423
690b6522607a15e6900e043c,main,0,1,-1,10,0.71,0.289,2,0,1,1034
690b6522607a15e6900e043c,main,0,1,-1,10,0.71,0.289,3,0,0,1556
690b6522607a15e6900e043c,main,0,1,-1,10,0.71,0.289,4,0,0,488
690b6522607a15e6900e043c,main,0,1,-1,10,0.71,0.289,5,0,1,504
690b6522607a15e6900e043c,main,0,1,-1,10,0.71,0.289,6,0,0,415
690b6522607a15e6900e043c,main,0,1,-1,10,0.71,0.289,7,0,0,389
690b6522607a15e6900e043c,main,0,1,-1,10,0.71,0.289,8,1,1,426
690b6522607a15e6900e043c,main,0,1,-1,10,0.71,0.289,9,1,1,448
690b6522607a15e6900e043c,main,1,1,-1,5,0.619,0.519,0,0,1,2256
690b6522607a15e6900e043c,main,1,1,-1,5,0.619,0.519,1,1,0,510
690b6522607a15e6900e043c,main,1,1,-1,5,0.619,0.519,2,1,1,548
690b6522607a15e6900e043c,main,1,1,-1,5,0.619,0.519,3,0,1,536
690b6522607a15e6900e043c,main,1,1,-1,5,0.619,0.519,4,1,0,521
690b6522607a15e6900e043c,main,2,1,-1,5,0.457,0.678,0,0,1,495
690b6522607a15e6900e043c,main,2,1,-1,5,0.457,0.678,1,0,0,421
690b6522607a15e6900e043c,main,2,1,-1,5,0.457,0.678,2,0,0,486
690b6522607a15e6900e043c,main,2,1,-1,5,0.457,0.678,3,1,1,349
690b6522607a15e6900e043c,main,2,1,-1,5,0.457,0.678,4,0,0,415
690b6522607a15e6900e043c,main,3,8,-8,10,0.868,0.257,0,0,1,999
690b6522607a15e6900e043c,main,3,8,-8,10,0.868,0.257,1,0,0,3263
690b6522607a15e6900e043c,main,3,8,-8,10,0.868,0.257,2,1,0,1216
690b6522607a15e6900e043c,main,3,8,-8,10,0.868,0.257,3,1,0,505
690b6522607a15e6900e043c,main,3,8,-8,10,0.868,0.257,4,0,1,1171
690b6522607a15e6900e043c,main,3,8,-8,10,0.868,0.257,5,0,1,1042
690b6522607a15e6900e043c,main,3,8,-8,10,0.868,0.257,6,0,1,1654
690b6522607a15e6900e043c,main,3,8,-8,10,0.868,0.257,7,1,0,1424
690b6522607a15e6900e043c,main,3,8,-8,10,0.868,0.257,8,0,1,865
690b6522607a15e6900e043c,main,3,8,-8,10,0.868,0.257,9,0,1,568
690b6522607a15e6900e043c,main,4,1,-1,10,0.756,0.858,0,1,1,530
690b6522607a15e6900e043c,main,4,1,-1,10,0.756,0.858,1,0,1,534
690b6522607a15e6900e043c,main,4,1,-1,10,0.756,0.858,2,1,1,557
690b6522607a15e6900e043c,main,4,1,-1,10,0.756,0.858,3,0,1,518
690b6522607a15e6900e043c,main,4,1,-1,10,0.756,0.858,4,1,0,555
690b6522607a15e6900e043c,main,4,1,-1,10,0.756,0.858,5,0,0,678
690b6522607a15e6900e043c,main,4,1,-1,10,0.756,0.858,6,0,1,1127
690b6522607a15e6900e043c,main,4,1,-1,10,0.756,0.858,7,1,1,542
690b6522607a15e6900e043c,main,4,1,-1,10,0.756,0.858,8,0,1,441
690b6522607a15e6900e043c,main,4,1,-1,10,0.756,0.858,9,1,1,339
690b6522607a15e6900e043c,main,5,1,-1,10,0.755,0.26,0,1,1,2200
690b6522607a15e6900e043c,main,5,1,-1,10,0.755,0.26,1,0,0,381
690b6522607a15e6900e043c,main,5,1,-1,10,0.755,0.26,2,1,0,537
690b6522607a15e6900e043c,main,5,1,-1,10,0.755,0.26,3,0,1,753
690b6522607a15e6900e043c,main,5,1,-1,10,0.755,0.26,4,1,1,1305
690b6522607a15e6900e043c,main,5,1,-1,10,0.755,0.26,5,0,1,504
690b6522607a15e6900e043c,main,5,1,-1,10,0.755,0.26,6,1,0,335
690b6522607a15e6900e043c,main,5,1,-1,10,0.755,0.26,7,0,1,434
690b6522607a15e6900e043c,main,5,1,-1,10,0.755,0.26,8,1,0,308
690b6522607a15e6900e043c,main,5,1,-1,10,0.755,0.26,9,0,1,354
690b6522607a15e6900e043c,main,6,8,-8,5,0.704,0.66,0,0,0,1341
690b6522607a15e6900e043c,main,6,8,-8,5,0.704,0.66,1,1,1,341
690b6522607a15e6900e043c,main,6,8,-8,5,0.704,0.66,2,0,1,391
690b6522607a15e6900e043c,main,6,8,-8,5,0.704,0.66,3,0,0,825
690b6522607a15e6900e043c,main,6,8,-8,5,0.704,0.66,4,1,0,359
690b6522607a15e6900e043c,main,7,8,-8,20,0.333,0.669,0,0,0,348
690b6522607a15e6900e043c,main,7,8,-8,20,0.333,0.669,1,1,0,397
690b6522607a15e6900e043c,main,7,8,-8,20,0.333,0.669,2,0,1,418
690b6522607a15e6900e043c,main,7,8,-8,20,0.333,0.669,3,1,1,635
690b6522607a15e6900e043c,main,7,8,-8,20,0.333,0.669,4,0,0,492
690b6522607a15e6900e043c,main,7,8,-8,20,0.333,0.669,5,1,1,326
690b6522607a15e6900e043c,main,7,8,-8,20,0.333,0.669,6,0,0,452
690b6522607a15e6900e043c,main,7,8,-8,20,0.333,0.669,7,1,1,347
690b6522607a15e6900e043c,main,7,8,-8,20,0.333,0.669,8,1,1,476
690b6522607a15e6900e043c,main,7,8,-8,20,0.333,0.669,9,1,1,1482
690b6522607a15e6900e043c,main,7,8,-8,20,0.333,0.669,10,0,0,422
690b6522607a15e6900e043c,main,7,8,-8,20,0.333,0.669,11,1,1,373
690b6522607a15e6900e043c,main,7,8,-8,20,0.333,0.669,12,0,0,1937
690b6522607a15e6900e043c,main,7,8,-8,20,0.333,0.669,13,1,1,347
690b6522607a15e6900e043c,main,7,8,-8,20,0.333,0.669,14,1,1,430
690b6522607a15e6900e043c,main,7,8,-8,20,0.333,0.669,15,1,1,1351
690b6522607a15e6900e043c,main,7,8,-8,20,0.333,0.669,16,1,1,1001
690b6522607a15e6900e043c,main,7,8,-8,20,0.333,0.669,17,1,1,1176
690b6522607a15e6900e043c,main,7,8,-8,20,0.333,0.669,18,1,1,1247
690b6522607a15e6900e043c,main,7,8,-8,20,0.333,0.669,19,1,1,1135
690b6522607a15e6900e043c,main,8,1,-1,5,0.474,0.119,0,0,0,1353
690b6522607a15e6900e043c,main,8,1,-1,5,0.474,0.119,1,0,1,877
690b6522607a15e6900e043c,main,8,1,-1,5,0.474,0.119,2,1,0,404
690b6522607a15e6900e043c,main,8,1,-1,5,0.474,0.119,3,0,0,368
690b6522607a15e6900e043c,main,8,1,-1,5,0.474,0.119,4,1,0,226
690b6522607a15e6900e043c,main,9,1,-1,20,0.26,0.511,0,1,1,353
690b6522607a15e6900e043c,main,9,1,-1,20,0.26,0.511,1,1,0,338
690b6522607a15e6900e043c,main,9,1,-1,20,0.26,0.511,2,0,0,406
690b6522607a15e6900e043c,main,9,1,-1,20,0.26,0.511,3,0,0,351
690b6522607a15e6900e043c,main,9,1,-1,20,0.26,0.511,4,0,0,276
690b6522607a15e6900e043c,main,9,1,-1,20,0.26,0.511,5,1,1,342
690b6522607a15e6900e043c,main,9,1,-1,20,0.26,0.511,6,1,0,331
690b6522607a15e6900e043c,main,9,1,-1,20,0.26,0.511,7,1,0,426
690b6522607a15e6900e043c,main,9,1,-1,20,0.26,0.511,8,1,1,351
690b6522607a15e6900e043c,main,9,1,-1,20,0.26,0.511,9,0,1,718
690b6522607a15e6900e043c,main,9,1,-1,20,0.26,0.511,10,0,0,402
690b6522607a15e6900e043c,main,9,1,-1,20,0.26,0.511,11,1,0,454
690b6522607a15e6900e043c,main,9,1,-1,20,0.26,0.511,12,0,0,457
690b6522607a15e6900e043c,main,9,1,-1,20,0.26,0.511,13,0,0,414
690b6522607a15e6900e043c,main,9,1,-1,20,0.26,0.511,14,0,1,331
690b6522607a15e6900e043c,main,9,1,-1,20,0.26,0.511,15,1,0,340
690b6522607a15e6900e043c,main,9,1,-1,20,0.26,0.511,16,0,0,535
690b6522607a15e6900e043c,main,9,1,-1,20,0.26,0.511,17,0,0,449
690b6522607a15e6900e043c,main,9,1,-1,20,0.26,0.511,18,1,1,340
690b6522607a15e6900e043c,main,9,1,-1,20,0.26,0.511,19,1,1,1526
690b6522607a15e6900e043c,main,10,1,-1,20,0.533,0.876,0,0,1,1480
690b6522607a15e6900e043c,main,10,1,-1,20,0.533,0.876,1,1,1,418
690b6522607a15e6900e043c,main,10,1,-1,20,0.533,0.876,2,0,0,410
690b6522607a15e6900e043c,main,10,1,-1,20,0.533,0.876,3,1,1,334
690b6522607a15e6900e043c,main,10,1,-1,20,0.533,0.876,4,0,0,735
690b6522607a15e6900e043c,main,10,1,-1,20,0.533,0.876,5,1,0,317
690b6522607a15e6900e043c,main,10,1,-1,20,0.533,0.876,6,0,0,436
690b6522607a15e6900e043c,main,10,1,-1,20,0.533,0.876,7,1,1,382
690b6522607a15e6900e043c,main,10,1,-1,20,0.533,0.876,8,1,0,531
690b6522607a15e6900e043c,main,10,1,-1,20,0.533,0.876,9,1,1,683
690b6522607a15e6900e043c,main,10,1,-1,20,0.533,0.876,10,1,0,970
690b6522607a15e6900e043c,main,10,1,-1,20,0.533,0.876,11,0,1,447
690b6522607a15e6900e043c,main,10,1,-1,20,0.533,0.876,12,0,1,984
690b6522607a15e6900e043c,main,10,1,-1,20,0.533,0.876,13,0,0,526
690b6522607a15e6900e043c,main,10,1,-1,20,0.533,0.876,14,1,1,415
690b6522607a15e6900e043c,main,10,1,-1,20,0.533,0.876,15,1,1,1198
690b6522607a15e6900e043c,main,10,1,-1,20,0.533,0.876,16,1,1,1902
690b6522607a15e6900e043c,main,10,1,-1,20,0.533,0.876,17,1,1,1363
690b6522607a15e6900e043c,main,10,1,-1,20,0.533,0.876,18,1,1,644
690b6522607a15e6900e043c,main,10,1,-1,20,0.533,0.876,19,1,1,543
690b6522607a15e6900e043c,main,11,1,-1,20,0.107,0.292,0,1,1,500
690b6522607a15e6900e043c,main,11,1,-1,20,0.107,0.292,1,1,0,321
690b6522607a15e6900e043c,main,11,1,-1,20,0.107,0.292,2,0,0,386
690b6522607a15e6900e043c,main,11,1,-1,20,0.107,0.292,3,1,0,354
690b6522607a15e6900e043c,main,11,1,-1,20,0.107,0.292,4,1,0,333
690b6522607a15e6900e043c,main,11,1,-1,20,0.107,0.292,5,0,0,311
690b6522607a15e6900e043c,main,11,1,-1,20,0.107,0.292,6,0,0,343
690b6522607a15e6900e043c,main,11,1,-1,20,0.107,0.292,7,0,1,148
690b6522607a15e6900e043c,main,11,1,-1,20,0.107,0.292,8,0,0,362
690b6522607a15e6900e043c,main,11,1,-1,20,0.107,0.292,9,0,0,308
690b6522607a15e6900e043c,main,11,1,-1,20,0.107,0.292,10,1,1,337
690b6522607a15e6900e043c,main,11,1,-1,20,0.107,0.292,11,1,1,319
690b6522607a15e6900e043c,main,11,1,-1,20,0.107,0.292,12,1,1,290
690b6522607a15e6900e043c,main,11,1,-1,20,0.107,0.292,13,1,1,452
690b6522607a15e6900e043c,main,11,1,-1,20,0.107,0.292,14,1,0,172
690b6522607a15e6900e043c,main,11,1,-1,20,0.107,0.292,15,0,0,362
690b6522607a15e6900e043c,main,11,1,-1,20,0.107,0.292,16,1,0,120
690b6522607a15e6900e043c,main,11,1,-1,20,0.107,0.292,17,1,0,290
690b6522607a15e6900e043c,main,11,1,-1,20,0.107,0.292,18,1,0,165
690b6522607a15e6900e043c,main,11,1,-1,20,0.107,0.292,19,0,0,95
6909f1e614ac408159ff5d91,practice,0,1,-1,5,0.1,0.9,0,0,0,2387
6909f1e614ac408159ff5d91,practice,0,1,-1,5,0.1,0.9,1,1,1,968
6909f1e614ac408159ff5d91,practice,0,1,-1,5,0.1,0.9,2,1,1,968
6909f1e614ac408159ff5d91,practice,0,1,-1,5,0.1,0.9,3,1,1,1150
6909f1e614ac408159ff5d91,practice,0,1,-1,5,0.1,0.9,4,1,1,697
6909f1e614ac408159ff5d91,practice,1,1,-1,5,0.1,0.9,0,1,1,2931
6909f1e614ac408159ff5d91,practice,1,1,-1,5,0.1,0.9,1,1,0,742
6909f1e614ac408159ff5d91,practice,1,1,-1,5,0.1,0.9,2,0,0,1195
6909f1e614ac408159ff5d91,practice,1,1,-1,5,0.1,0.9,3,0,0,3238
6909f1e614ac408159ff5d91,practice,1,1,-1,5,0.1,0.9,4,1,0,469
6909f1e614ac408159ff5d91,main,0,1,-1,5,0.119,0.106,0,1,1,3793
6909f1e614ac408159ff5d91,main,0,1,-1,5,0.119,0.106,1,1,0,1921
6909f1e614ac408159ff5d91,main,0,1,-1,5,0.119,0.106,2,0,0,1513
6909f1e614ac408159ff5d91,main,0,1,-1,5,0.119,0.106,3,1,0,1877
6909f1e614ac408159ff5d91,main,0,1,-1,5,0.119,0.106,4,1,1,13537
6909f1e614ac408159ff5d91,main,1,1,-1,5,0.318,0.867,0,0,1,2336
6909f1e614ac408159ff5d91,main,1,1,-1,5,0.318,0.867,1,0,0,1423
6909f1e614ac408159ff5d91,main,1,1,-1,5,0.318,0.867,2,1,1,1241
6909f1e614ac408159ff5d91,main,1,1,-1,5,0.318,0.867,3,1,1,801
6909f1e614ac408159ff5d91,main,1,1,-1,5,0.318,0.867,4,1,1,788
6909f1e614ac408159ff5d91,main,2,1,-1,10,0.201,0.318,0,1,1,2187
6909f1e614ac408159ff5d91,main,2,1,-1,10,0.201,0.318,1,1,0,1195
6909f1e614ac408159ff5d91,main,2,1,-1,10,0.201,0.318,2,0,0,1196
6909f1e614ac408159ff5d91,main,2,1,-1,10,0.201,0.318,3,1,1,1158
6909f1e614ac408159ff5d91,main,2,1,-1,10,0.201,0.318,4,1,0,1870
6909f1e614ac408159ff5d91,main,2,1,-1,10,0.201,0.318,5,0,1,8863
6909f1e614ac408159ff5d91,main,2,1,-1,10,0.201,0.318,6,0,0,2737
6909f1e614ac408159ff5d91,main,2,1,-1,10,0.201,0.318,7,1,0,1241
6909f1e614ac408159ff5d91,main,2,1,-1,10,0.201,0.318,8,0,0,1513
6909f1e614ac408159ff5d91,main,2,1,-1,10,0.201,0.318,9,1,0,2012
6909f1e614ac408159ff5d91,main,3,1,-1,5,0.286,0.725,0,0,1,6653
6909f1e614ac408159ff5d91,main,3,1,-1,5,0.286,0.725,1,0,0,7466
6909f1e614ac408159ff5d91,main,3,1,-1,5,0.286,0.725,2,1,1,5413
6909f1e614ac408159ff5d91,main,3,1,-1,5,0.286,0.725,3,1,1,1888
6909f1e614ac408159ff5d91,main,3,1,-1,5,0.286,0.725,4,1,0,1570
6909f1e614ac408159ff5d91,main,4,1,-1,10,0.504,0.691,0,1,0,2916
6909f1e614ac408159ff5d91,main,4,1,-1,10,0.504,0.691,1,0,1,607
6909f1e614ac408159ff5d91,main,4,1,-1,10,0.504,0.691,2,0,1,695
6909f1e614ac408159ff5d91,main,4,1,-1,10,0.504,0.691,3,0,1,662
6909f1e614ac408159ff5d91,main,4,1,-1,10,0.504,0.691,4,0,0,1286
6909f1e614ac408159ff5d91,main,4,1,-1,10,0.504,0.691,5,0,1,2919
6909f1e614ac408159ff5d91,main,4,1,-1,10,0.504,0.691,6,0,0,878
6909f1e614ac408159ff5d91,main,4,1,-1,10,0.504,0.691,7,0,0,3872
6909f1e614ac408159ff5d91,main,4,1,-1,10,0.504,0.691,8,0,1,1194
6909f1e614ac408159ff5d91,main,4,1,-1,10,0.504,0.691,9,0,0,2476
6909f1e614ac408159ff5d91,main,5,1,-1,20,0.482,0.148,0,1,1,2110
6909f1e614ac408159ff5d91,main,5,1,-1,20,0.482,0.148,1,1,0,1014
6909f1e614ac408159ff5d91,main,5,1,-1,20,0.482,0.148,2,0,0,878
6909f1e614ac408159ff5d91,main,5,1,-1,20,0.482,0.148,3,0,1,5744
6909f1e614ac408159ff5d91,main,5,1,-1,20,0.482,0.148,4,0,1,1148
6909f1e614ac408159ff5d91,main,5,1,-1,20,0.482,0.148,5,0,0,2512
6909f1e614ac408159ff5d91,main,5,1,-1,20,0.482,0.148,6,1,0,1786
6909f1e614ac408159ff5d91,main,5,1,-1,20,0.482,0.148,7,0,0,878
6909f1e614ac408159ff5d91,main,5,1,-1,20,0.482,0.148,8,1,0,2240
6909f1e614ac408159ff5d91,main,5,1,-1,20,0.482,0.148,9,0,0,1150
6909f1e614ac408159ff5d91,main,5,1,-1,20,0.482,0.148,10,0,0,18832
6909f1e614ac408159ff5d91,main,5,1,-1,20,0.482,0.148,11,1,1,6411
6909f1e614ac408159ff5d91,main,5,1,-1,20,0.482,0.148,12,1,0,1466
6909f1e614ac408159ff5d91,main,5,1,-1,20,0.482,0.148,13,1,0,1785
6909f1e614ac408159ff5d91,main,5,1,-1,20,0.482,0.148,14,0,1,1739
6909f1e614ac408159ff5d91,main,5,1,-1,20,0.482,0.148,15,0,0,2830
6909f1e614ac408159ff5d91,main,5,1,-1,20,0.482,0.148,16,1,0,8819
6909f1e614ac408159ff5d91,main,5,1,-1,20,0.482,0.148,17,0,0,605
6909f1e614ac408159ff5d91,main,5,1,-1,20,0.482,0.148,18,1,1,2253
6909f1e614ac408159ff5d91,main,5,1,-1,20,0.482,0.148,19,0,1,8971
6909f1e614ac408159ff5d91,main,6,1,-1,10,0.15,0.591,0,0,0,3397
6909f1e614ac408159ff5d91,main,6,1,-1,10,0.15,0.591,1,1,0,470
6909f1e614ac408159ff5d91,main,6,1,-1,10,0.15,0.591,2,0,0,651
6909f1e614ac408159ff5d91,main,6,1,-1,10,0.15,0.591,3,1,0,423
6909f1e614ac408159ff5d91,main,6,1,-1,10,0.15,0.591,4,0,1,606
6909f1e614ac408159ff5d91,main,6,1,-1,10,0.15,0.591,5,0,0,1332
6909f1e614ac408159ff5d91,main,6,1,-1,10,0.15,0.591,6,1,1,424
6909f1e614ac408159ff5d91,main,6,1,-1,10,0.15,0.591,7,1,1,769
6909f1e614ac408159ff5d91,main,6,1,-1,10,0.15,0.591,8,1,1,832
6909f1e614ac408159ff5d91,main,6,1,-1,10,0.15,0.591,9,1,1,742
6909f1e614ac408159ff5d91,main,7,8,-8,20,0.571,0.736,0,0,1,3427
6909f1e614ac408159ff5d91,main,7,8,-8,20,0.571,0.736,1,0,0,1059
6909f1e614ac408159ff5d91,main,7,8,-8,20,0.571,0.736,2,1,1,2193
6909f1e614ac408159ff5d91,main,7,8,-8,20,0.571,0.736,3,1,1,878
6909f1e614ac408159ff5d91,main,7,8,-8,20,0.571,0.736,4,1,1,787
6909f1e614ac408159ff5d91,main,7,8,-8,20,0.571,0.736,5,1,1,924
6909f1e614ac408159ff5d91,main,7,8,-8,20,0.571,0.736,6,1,1,878
6909f1e614ac408159ff5d91,main,7,8,-8,20,0.571,0.736,7,1,1,607
6909f1e614ac408159ff5d91,main,7,8,-8,20,0.571,0.736,8,1,1,469
6909f1e614ac408159ff5d91,main,7,8,-8,20,0.571,0.736,9,1,1,926
6909f1e614ac408159ff5d91,main,7,8,-8,20,0.571,0.736,10,1,1,787
6909f1e614ac408159ff5d91,main,7,8,-8,20,0.571,0.736,11,1,1,561
6909f1e614ac408159ff5d91,main,7,8,-8,20,0.571,0.736,12,1,1,833
6909f1e614ac408159ff5d91,main,7,8,-8,20,0.571,0.736,13,1,0,833
6909f1e614ac408159ff5d91,main,7,8,-8,20,0.571,0.736,14,1,1,1514
6909f1e614ac408159ff5d91,main,7,8,-8,20,0.571,0.736,15,1,0,2557
6909f1e614ac408159ff5d91,main,7,8,-8,20,0.571,0.736,16,1,1,8229
6909f1e614ac408159ff5d91,main,7,8,-8,20,0.571,0.736,17,1,1,1421
6909f1e614ac408159ff5d91,main,7,8,-8,20,0.571,0.736,18,1,1,3056
6909f1e614ac408159ff5d91,main,7,8,-8,20,0.571,0.736,19,1,0,1059
6909f1e614ac408159ff5d91,main,8,1,-1,20,0.79,0.444,0,0,1,5286
6909f1e614ac408159ff5d91,main,8,1,-1,20,0.79,0.444,1,0,0,559
6909f1e614ac408159ff5d91,main,8,1,-1,20,0.79,0.444,2,1,0,516
6909f1e614ac408159ff5d91,main,8,1,-1,20,0.79,0.444,3,0,0,470
6909f1e614ac408159ff5d91,main,8,1,-1,20,0.79,0.444,4,1,0,741
6909f1e614ac408159ff5d91,main,8,1,-1,20,0.79,0.444,5,0,1,832
6909f1e614ac408159ff5d91,main,8,1,-1,20,0.79,0.444,6,0,1,522
6909f1e614ac408159ff5d91,main,8,1,-1,20,0.79,0.444,7,0,1,598
6909f1e614ac408159ff5d91,main,8,1,-1,20,0.79,0.444,8,0,1,515
6909f1e614ac408159ff5d91,main,8,1,-1,20,0.79,0.444,9,0,1,469
6909f1e614ac408159ff5d91,main,8,1,-1,20,0.79,0.444,10,0,0,561
6909f1e614ac408159ff5d91,main,8,1,-1,20,0.79,0.444,11,0,1,1468
6909f1e614ac408159ff5d91,main,8,1,-1,20,0.79,0.444,12,0,1,651
6909f1e614ac408159ff5d91,main,8,1,-1,20,0.79,0.444,13,0,1,515
6909f1e614ac408159ff5d91,main,8,1,-1,20,0.79,0.444,14,0,0,741
6909f1e614ac408159ff5d91,main,8,1,-1,20,0.79,0.444,15,0,1,696
6909f1e614ac408159ff5d91,main,8,1,-1,20,0.79,0.444,16,0,1,708
6909f1e614ac408159ff5d91,main,8,1,-1,20,0.79,0.444,17,0,1,742
6909f1e614ac408159ff5d91,main,8,1,-1,20,0.79,0.444,18,0,1,573
6909f1e614ac408159ff5d91,main,8,1,-1,20,0.79,0.444,19,0,1,559
6909f1e614ac408159ff5d91,main,9,1,-1,20,0.483,0.279,0,1,1,2744
6909f1e614ac408159ff5d91,main,9,1,-1,20,0.483,0.279,1,1,0,468
6909f1e614ac408159ff5d91,main,9,1,-1,20,0.483,0.279,2,0,0,515
6909f1e614ac408159ff5d91,main,9,1,-1,20,0.483,0.279,3,1,0,379
6909f1e614ac408159ff5d91,main,9,1,-1,20,0.483,0.279,4,0,0,514
