subj_id,stage,block_idx,reward_value,horizon,p0,p1,trial_idx,arm,reward,rt
a7382-29860,practice,0,0,5,0.1,0.9,0,0,0,1723
a7382-29860,practice,0,0,5,0.1,0.9,1,1,1,1200
a7382-29860,practice,0,0,5,0.1,0.9,2,1,1,1358
a7382-29860,practice,0,0,5,0.1,0.9,3,1,1,648
a7382-29860,practice,0,0,5,0.1,0.9,4,1,1,434
a7382-29860,practice,1,0,5,0.1,0.9,0,1,1,1630
a7382-29860,practice,1,0,5,0.1,0.9,1,1,0,887
a7382-29860,practice,1,0,5,0.1,0.9,2,0,0,970
a7382-29860,practice,1,0,5,0.1,0.9,3,1,1,455
a7382-29860,practice,1,0,5,0.1,0.9,4,1,0,1208
a7382-29860,main,0,1,5,0.795,0.275,0,0,1,1235
a7382-29860,main,0,1,5,0.795,0.275,1,0,0,1282
a7382-29860,main,0,1,5,0.795,0.275,2,1,0,657
a7382-29860,main,0,1,5,0.795,0.275,3,0,1,792
a7382-29860,main,0,1,5,0.795,0.275,4,0,1,1693
a7382-29860,main,1,1,20,0.716,0.433,0,0,1,463
a7382-29860,main,1,1,20,0.716,0.433,1,0,0,592
a7382-29860,main,1,1,20,0.716,0.433,2,1,1,430
a7382-29860,main,1,1,20,0.716,0.433,3,1,0,966
a7382-29860,main,1,1,20,0.716,0.433,4,0,1,761
a7382-29860,main,1,1,20,0.716,0.433,5,0,0,1897
a7382-29860,main,1,1,20,0.716,0.433,6,0,1,1002
a7382-29860,main,1,1,20,0.716,0.433,7,0,0,1042
a7382-29860,main,1,1,20,0.716,0.433,8,1,0,680
a7382-29860,main,1,1,20,0.716,0.433,9,0,0,527
a7382-29860,main,1,1,20,0.716,0.433,10,1,1,292
a7382-29860,main,1,1,20,0.716,0.433,11,1,0,761
a7382-29860,main,1,1,20,0.716,0.433,12,0,0,589
a7382-29860,main,1,1,20,0.716,0.433,13,1,1,485
a7382-29860,main,1,1,20,0.716,0.433,14,1,0,1178
a7382-29860,main,1,1,20,0.716,0.433,15,0,1,280
a7382-29860,main,1,1,20,0.716,0.433,16,0,0,1218
a7382-29860,main,1,1,20,0.716,0.433,17,0,1,483
a7382-29860,main,1,1,20,0.716,0.433,18,0,1,1194
a7382-29860,main,1,1,20,0.716,0.433,19,0,1,702
a7382-29860,main,2,5,5,0.325,0.756,0,0,0,501
a7382-29860,main,2,5,5,0.325,0.756,1,0,1,496
a7382-29860,main,2,5,5,0.325,0.756,2,0,0,854
a7382-29860,main,2,5,5,0.325,0.756,3,0,0,529
a7382-29860,main,2,5,5,0.325,0.756,4,1,1,608
a7382-29860,main,3,1,20,0.251,0.248,0,0,1,2534
a7382-29860,main,3,1,20,0.251,0.248,1,0,0,474
a7382-29860,main,3,1,20,0.251,0.248,2,0,1,418
a7382-29860,main,3,1,20,0.251,0.248,3,0,0,506
a7382-29860,main,3,1,20,0.251,0.248,4,0,1,431
a7382-29860,main,3,1,20,0.251,0.248,5,0,1,391
a7382-29860,main,3,1,20,0.251,0.248,6,1,0,537
a7382-29860,main,3,1,20,0.251,0.248,7,1,0,375
a7382-29860,main,3,1,20,0.251,0.248,8,0,1,353
a7382-29860,main,3,1,20,0.251,0.248,9,0,0,531
a7382-29860,main,3,1,20,0.251,0.248,10,0,0,386
a7382-29860,main,3,1,20,0.251,0.248,11,0,1,594
a7382-29860,main,3,1,20,0.251,0.248,12,0,0,870
a7382-29860,main,3,1,20,0.251,0.248,13,0,1,455
a7382-29860,main,3,1,20,0.251,0.248,14,1,0,981
a7382-29860,main,3,1,20,0.251,0.248,15,0,1,448
a7382-29860,main,3,1,20,0.251,0.248,16,0,1,876
a7382-29860,main,3,1,20,0.251,0.248,17,0,0,725
a7382-29860,main,3,1,20,0.251,0.248,18,0,0,414
a7382-29860,main,3,1,20,0.251,0.248,19,0,0,301
a7382-29860,main,4,1,5,0.542,0.328,0,0,1,1044
a7382-29860,main,4,1,5,0.542,0.328,1,0,0,574
a7382-29860,main,4,1,5,0.542,0.328,2,0,1,571
a7382-29860,main,4,1,5,0.542,0.328,3,0,0,486
a7382-29860,main,4,1,5,0.542,0.328,4,0,1,77
a7382-29860,main,5,1,5,0.765,0.728,0,0,0,713
a7382-29860,main,5,1,5,0.765,0.728,1,0,1,214
a7382-29860,main,5,1,5,0.765,0.728,2,0,1,624
a7382-29860,main,5,1,5,0.765,0.728,3,0,0,389
a7382-29860,main,5,1,5,0.765,0.728,4,0,1,254
a7382-29860,main,6,1,10,0.292,0.765,0,0,0,1105
a7382-29860,main,6,1,10,0.292,0.765,1,0,1,372
a7382-29860,main,6,1,10,0.292,0.765,2,0,0,404
a7382-29860,main,6,1,10,0.292,0.765,3,0,1,360
a7382-29860,main,6,1,10,0.292,0.765,4,0,1,436
a7382-29860,main,6,1,10,0.292,0.765,5,0,0,338
a7382-29860,main,6,1,10,0.292,0.765,6,0,1,337
a7382-29860,main,6,1,10,0.292,0.765,7,0,0,414
a7382-29860,main,6,1,10,0.292,0.765,8,0,0,374
a7382-29860,main,6,1,10,0.292,0.765,9,0,0,1235
a7382-29860,main,7,1,20,0.457,0.264,0,0,0,1581
a7382-29860,main,7,1,20,0.457,0.264,1,1,1,111
a7382-29860,main,7,1,20,0.457,0.264,2,1,0,409
a7382-29860,main,7,1,20,0.457,0.264,3,1,0,398
a7382-29860,main,7,1,20,0.457,0.264,4,0,0,310
a7382-29860,main,7,1,20,0.457,0.264,5,1,1,569
a7382-29860,main,7,1,20,0.457,0.264,6,1,0,564
a7382-29860,main,7,1,20,0.457,0.264,7,0,1,334
a7382-29860,main,7,1,20,0.457,0.264,8,0,1,491
a7382-29860,main,7,1,20,0.457,0.264,9,0,1,670
a7382-29860,main,7,1,20,0.457,0.264,10,0,1,531
a7382-29860,main,7,1,20,0.457,0.264,11,0,1,765
a7382-29860,main,7,1,20,0.457,0.264,12,0,0,539
a7382-29860,main,7,1,20,0.457,0.264,13,1,0,582
a7382-29860,main,7,1,20,0.457,0.264,14,1,0,238
a7382-29860,main,7,1,20,0.457,0.264,15,0,0,318
a7382-29860,main,7,1,20,0.457,0.264,16,0,1,404
a7382-29860,main,7,1,20,0.457,0.264,17,0,1,767
a7382-29860,main,7,1,20,0.457,0.264,18,0,0,577
a7382-29860,main,7,1,20,0.457,0.264,19,0,1,293
a7382-29860,main,8,5,10,0.245,0.65,0,0,0,499
a7382-29860,main,8,5,10,0.245,0.65,1,0,1,176
a7382-29860,main,8,5,10,0.245,0.65,2,0,0,435
a7382-29860,main,8,5,10,0.245,0.65,3,0,1,244
a7382-29860,main,8,5,10,0.245,0.65,4,0,1,401
a7382-29860,main,8,5,10,0.245,0.65,5,0,0,393
a7382-29860,main,8,5,10,0.245,0.65,6,0,1,287
a7382-29860,main,8,5,10,0.245,0.65,7,0,0,410
a7382-29860,main,8,5,10,0.245,0.65,8,0,0,385
a7382-29860,main,8,5,10,0.245,0.65,9,0,0,315
a7382-29860,main,9,1,10,0.382,0.22,0,0,1,771
a7382-29860,main,9,1,10,0.382,0.22,1,0,0,73
a7382-29860,main,9,1,10,0.382,0.22,2,0,1,355
a7382-29860,main,9,1,10,0.382,0.22,3,0,0,77
a7382-29860,main,9,1,10,0.382,0.22,4,1,0,160
a7382-29860,main,9,1,10,0.382,0.22,5,1,1,367
a7382-29860,main,9,1,10,0.382,0.22,6,1,0,788
a7382-29860,main,9,1,10,0.382,0.22,7,0,0,290
a7382-29860,main,9,1,10,0.382,0.22,8,0,0,221
a7382-29860,main,9,1,10,0.382,0.22,9,0,0,461
a7382-29860,main,10,5,20,0.341,0.746,0,0,0,433
a7382-29860,main,10,5,20,0.341,0.746,1,1,1,45
a7382-29860,main,10,5,20,0.341,0.746,2,1,1,516
a7382-29860,main,10,5,20,0.341,0.746,3,1,1,448
a7382-29860,main,10,5,20,0.341,0.746,4,1,1,464
a7382-29860,main,10,5,20,0.341,0.746,5,1,0,479
a7382-29860,main,10,5,20,0.341,0.746,6,1,1,515
a7382-29860,main,10,5,20,0.341,0.746,7,1,1,503
a7382-29860,main,10,5,20,0.341,0.746,8,1,1,451
a7382-29860,main,10,5,20,0.341,0.746,9,1,0,582
a7382-29860,main,10,5,20,0.341,0.746,10,1,1,585
a7382-29860,main,10,5,20,0.341,0.746,11,1,1,4646
a7382-29860,main,10,5,20,0.341,0.746,12,1,1,335
a7382-29860,main,10,5,20,0.341,0.746,13,1,0,487
a7382-29860,main,10,5,20,0.341,0.746,14,1,1,375
a7382-29860,main,10,5,20,0.341,0.746,15,1,0,286
a7382-29860,main,10,5,20,0.341,0.746,16,1,0,116
a7382-29860,main,10,5,20,0.341,0.746,17,1,0,279
a7382-29860,main,10,5,20,0.341,0.746,18,1,1,337
a7382-29860,main,10,5,20,0.341,0.746,19,1,1,879
a7382-29860,main,11,1,10,0.632,0.617,0,0,0,1522
a7382-29860,main,11,1,10,0.632,0.617,1,0,1,129
a7382-29860,main,11,1,10,0.632,0.617,2,0,1,417
a7382-29860,main,11,1,10,0.632,0.617,3,0,0,418
a7382-29860,main,11,1,10,0.632,0.617,4,0,1,141
a7382-29860,main,11,1,10,0.632,0.617,5,0,0,296
a7382-29860,main,11,1,10,0.632,0.617,6,0,1,673
a7382-29860,main,11,1,10,0.632,0.617,7,0,0,206
a7382-29860,main,11,1,10,0.632,0.617,8,0,0,395
a7382-29860,main,11,1,10,0.632,0.617,9,0,1,382
ffce6-4f173,practice,0,0,5,0.1,0.9,0,0,1,2494
ffce6-4f173,practice,0,0,5,0.1,0.9,1,0,0,1270
ffce6-4f173,practice,0,0,5,0.1,0.9,2,1,1,1019
ffce6-4f173,practice,0,0,5,0.1,0.9,3,1,1,712
ffce6-4f173,practice,0,0,5,0.1,0.9,4,1,1,627
ffce6-4f173,practice,1,0,5,0.1,0.9,0,0,0,916
ffce6-4f173,practice,1,0,5,0.1,0.9,1,1,1,628
ffce6-4f173,practice,1,0,5,0.1,0.9,2,1,1,513
ffce6-4f173,practice,1,0,5,0.1,0.9,3,1,1,419
ffce6-4f173,practice,1,0,5,0.1,0.9,4,1,1,343
ffce6-4f173,main,0,1,5,0.795,0.275,0,0,0,1041
ffce6-4f173,main,0,1,5,0.795,0.275,1,1,1,436
ffce6-4f173,main,0,1,5,0.795,0.275,2,1,0,410
ffce6-4f173,main,0,1,5,0.795,0.275,3,1,1,2541
ffce6-4f173,main,0,1,5,0.795,0.275,4,1,1,1683
ffce6-4f173,main,1,1,20,0.716,0.433,0,0,1,2050
ffce6-4f173,main,1,1,20,0.716,0.433,1,0,0,701
ffce6-4f173,main,1,1,20,0.716,0.433,2,1,1,618
ffce6-4f173,main,1,1,20,0.716,0.433,3,1,0,499
ffce6-4f173,main,1,1,20,0.716,0.433,4,0,1,1282
ffce6-4f173,main,1,1,20,0.716,0.433,5,0,0,713
ffce6-4f173,main,1,1,20,0.716,0.433,6,1,1,548
ffce6-4f173,main,1,1,20,0.716,0.433,7,1,0,605
ffce6-4f173,main,1,1,20,0.716,0.433,8,0,1,1749
ffce6-4f173,main,1,1,20,0.716,0.433,9,0,0,2908
ffce6-4f173,main,1,1,20,0.716,0.433,10,1,1,549
ffce6-4f173,main,1,1,20,0.716,0.433,11,1,0,1395
ffce6-4f173,main,1,1,20,0.716,0.433,12,0,1,420
ffce6-4f173,main,1,1,20,0.716,0.433,13,1,0,2624
ffce6-4f173,main,1,1,20,0.716,0.433,14,0,1,1076
ffce6-4f173,main,1,1,20,0.716,0.433,15,0,1,1268
ffce6-4f173,main,1,1,20,0.716,0.433,16,0,1,568
ffce6-4f173,main,1,1,20,0.716,0.433,17,0,1,531
ffce6-4f173,main,1,1,20,0.716,0.433,18,0,0,392
ffce6-4f173,main,1,1,20,0.716,0.433,19,0,0,563
ffce6-4f173,main,2,5,5,0.325,0.756,0,0,0,2149
ffce6-4f173,main,2,5,5,0.325,0.756,1,1,1,592
ffce6-4f173,main,2,5,5,0.325,0.756,2,1,1,598
ffce6-4f173,main,2,5,5,0.325,0.756,3,1,0,541
ffce6-4f173,main,2,5,5,0.325,0.756,4,1,1,916
ffce6-4f173,main,3,1,20,0.251,0.248,0,0,0,1503
ffce6-4f173,main,3,1,20,0.251,0.248,1,1,0,604
ffce6-4f173,main,3,1,20,0.251,0.248,2,0,1,642
ffce6-4f173,main,3,1,20,0.251,0.248,3,1,0,2082
ffce6-4f173,main,3,1,20,0.251,0.248,4,0,1,380
ffce6-4f173,main,3,1,20,0.251,0.248,5,0,0,402
ffce6-4f173,main,3,1,20,0.251,0.248,6,0,1,485
ffce6-4f173,main,3,1,20,0.251,0.248,7,0,1,467
ffce6-4f173,main,3,1,20,0.251,0.248,8,0,0,591
ffce6-4f173,main,3,1,20,0.251,0.248,9,0,0,748
ffce6-4f173,main,3,1,20,0.251,0.248,10,0,0,538
ffce6-4f173,main,3,1,20,0.251,0.248,11,0,1,819
ffce6-4f173,main,3,1,20,0.251,0.248,12,1,0,1233
ffce6-4f173,main,3,1,20,0.251,0.248,13,0,0,357
ffce6-4f173,main,3,1,20,0.251,0.248,14,0,0,287
ffce6-4f173,main,3,1,20,0.251,0.248,15,0,0,310
ffce6-4f173,main,3,1,20,0.251,0.248,16,0,0,323
ffce6-4f173,main,3,1,20,0.251,0.248,17,0,0,617
ffce6-4f173,main,3,1,20,0.251,0.248,18,0,1,271
ffce6-4f173,main,3,1,20,0.251,0.248,19,0,0,702
ffce6-4f173,main,4,1,5,0.542,0.328,0,0,0,2795
ffce6-4f173,main,4,1,5,0.542,0.328,1,1,0,338
ffce6-4f173,main,4,1,5,0.542,0.328,2,0,0,499
ffce6-4f173,main,4,1,5,0.542,0.328,3,1,0,353
ffce6-4f173,main,4,1,5,0.542,0.328,4,0,1,979
ffce6-4f173,main,5,1,5,0.765,0.728,0,0,1,931
ffce6-4f173,main,5,1,5,0.765,0.728,1,0,0,425
ffce6-4f173,main,5,1,5,0.765,0.728,2,1,1,358
ffce6-4f173,main,5,1,5,0.765,0.728,3,1,1,313
ffce6-4f173,main,5,1,5,0.765,0.728,4,1,1,316
ffce6-4f173,main,6,1,10,0.292,0.765,0,0,1,1194
ffce6-4f173,main,6,1,10,0.292,0.765,1,0,0,478
ffce6-4f173,main,6,1,10,0.292,0.765,2,1,1,484
ffce6-4f173,main,6,1,10,0.292,0.765,3,1,1,378
ffce6-4f173,main,6,1,10,0.292,0.765,4,1,1,335
ffce6-4f173,main,6,1,10,0.292,0.765,5,1,1,365
ffce6-4f173,main,6,1,10,0.292,0.765,6,1,1,362
ffce6-4f173,main,6,1,10,0.292,0.765,7,1,1,302
ffce6-4f173,main,6,1,10,0.292,0.765,8,1,1,335
ffce6-4f173,main,6,1,10,0.292,0.765,9,1,1,326
ffce6-4f173,main,7,1,20,0.457,0.264,0,0,1,1577
ffce6-4f173,main,7,1,20,0.457,0.264,1,0,0,515
ffce6-4f173,main,7,1,20,0.457,0.264,2,1,0,452
ffce6-4f173,main,7,1,20,0.457,0.264,3,0,0,386
ffce6-4f173,main,7,1,20,0.457,0.264,4,1,1,812
ffce6-4f173,main,7,1,20,0.457,0.264,5,1,1,1077
ffce6-4f173,main,7,1,20,0.457,0.264,6,1,0,460
ffce6-4f173,main,7,1,20,0.457,0.264,7,0,0,1000
ffce6-4f173,main,7,1,20,0.457,0.264,8,1,0,571
ffce6-4f173,main,7,1,20,0.457,0.264,9,1,1,380
ffce6-4f173,main,7,1,20,0.457,0.264,10,1,0,400
ffce6-4f173,main,7,1,20,0.457,0.264,11,1,0,313
ffce6-4f173,main,7,1,20,0.457,0.264,12,0,0,1423
ffce6-4f173,main,7,1,20,0.457,0.264,13,1,0,280
ffce6-4f173,main,7,1,20,0.457,0.264,14,1,0,1176
ffce6-4f173,main,7,1,20,0.457,0.264,15,1,0,343
ffce6-4f173,main,7,1,20,0.457,0.264,16,1,0,318
ffce6-4f173,main,7,1,20,0.457,0.264,17,1,0,923
ffce6-4f173,main,7,1,20,0.457,0.264,18,1,0,340
ffce6-4f173,main,7,1,20,0.457,0.264,19,1,0,396
ffce6-4f173,main,8,5,10,0.245,0.65,0,0,1,1765
ffce6-4f173,main,8,5,10,0.245,0.65,1,0,0,569
ffce6-4f173,main,8,5,10,0.245,0.65,2,1,1,478
ffce6-4f173,main,8,5,10,0.245,0.65,3,1,1,643
ffce6-4f173,main,8,5,10,0.245,0.65,4,1,1,432
ffce6-4f173,main,8,5,10,0.245,0.65,5,1,0,422
ffce6-4f173,main,8,5,10,0.245,0.65,6,1,1,801
ffce6-4f173,main,8,5,10,0.245,0.65,7,1,1,601
ffce6-4f173,main,8,5,10,0.245,0.65,8,1,1,537
ffce6-4f173,main,8,5,10,0.245,0.65,9,1,0,561
ffce6-4f173,main,9,1,10,0.382,0.22,0,0,1,1674
ffce6-4f173,main,9,1,10,0.382,0.22,1,0,0,586
ffce6-4f173,main,9,1,10,0.382,0.22,2,1,0,478
ffce6-4f173,main,9,1,10,0.382,0.22,3,0,1,1156
ffce6-4f173,main,9,1,10,0.382,0.22,4,0,1,452
ffce6-4f173,main,9,1,10,0.382,0.22,5,0,0,430
ffce6-4f173,main,9,1,10,0.382,0.22,6,0,1,372
ffce6-4f173,main,9,1,10,0.382,0.22,7,0,0,351
ffce6-4f173,main,9,1,10,0.382,0.22,8,0,0,337
ffce6-4f173,main,9,1,10,0.382,0.22,9,0,0,320
ffce6-4f173,main,10,5,20,0.341,0.746,0,0,0,962
ffce6-4f173,main,10,5,20,0.341,0.746,1,1,1,452
ffce6-4f173,main,10,5,20,0.341,0.746,2,1,0,608
ffce6-4f173,main,10,5,20,0.341,0.746,3,0,0,1663
ffce6-4f173,main,10,5,20,0.341,0.746,4,1,0,418
ffce6-4f173,main,10,5,20,0.341,0.746,5,1,1,507
ffce6-4f173,main,10,5,20,0.341,0.746,6,1,1,468
ffce6-4f173,main,10,5,20,0.341,0.746,7,1,1,431
ffce6-4f173,main,10,5,20,0.341,0.746,8,1,1,381
ffce6-4f173,main,10,5,20,0.341,0.746,9,1,1,326
ffce6-4f173,main,10,5,20,0.341,0.746,10,1,1,339
ffce6-4f173,main,10,5,20,0.341,0.746,11,1,1,349
ffce6-4f173,main,10,5,20,0.341,0.746,12,1,0,325
ffce6-4f173,main,10,5,20,0.341,0.746,13,1,1,404
ffce6-4f173,main,10,5,20,0.341,0.746,14,1,1,302
ffce6-4f173,main,10,5,20,0.341,0.746,15,1,1,349
ffce6-4f173,main,10,5,20,0.341,0.746,16,1,1,289
ffce6-4f173,main,10,5,20,0.341,0.746,17,1,0,353
ffce6-4f173,main,10,5,20,0.341,0.746,18,1,1,381
ffce6-4f173,main,10,5,20,0.341,0.746,19,1,0,443
ffce6-4f173,main,11,1,10,0.632,0.617,0,0,0,1478
ffce6-4f173,main,11,1,10,0.632,0.617,1,1,1,396
ffce6-4f173,main,11,1,10,0.632,0.617,2,1,1,387
ffce6-4f173,main,11,1,10,0.632,0.617,3,1,1,335
ffce6-4f173,main,11,1,10,0.632,0.617,4,1,1,298
ffce6-4f173,main,11,1,10,0.632,0.617,5,1,0,291
ffce6-4f173,main,11,1,10,0.632,0.617,6,1,1,307
ffce6-4f173,main,11,1,10,0.632,0.617,7,1,0,334
ffce6-4f173,main,11,1,10,0.632,0.617,8,1,0,276
ffce6-4f173,main,11,1,10,0.632,0.617,9,1,0,339
1d558-b72ca,practice,0,0,5,0.1,0.9,0,0,1,2237
1d558-b72ca,practice,0,0,5,0.1,0.9,1,0,0,1253
1d558-b72ca,practice,0,0,5,0.1,0.9,2,1,1,917
1d558-b72ca,practice,0,0,5,0.1,0.9,3,1,1,926
1d558-b72ca,practice,0,0,5,0.1,0.9,4,0,0,1211
1d558-b72ca,practice,1,0,5,0.1,0.9,0,1,1,1037
1d558-b72ca,practice,1,0,5,0.1,0.9,1,0,0,824
1d558-b72ca,practice,1,0,5,0.1,0.9,2,0,0,532
1d558-b72ca,practice,1,0,5,0.1,0.9,3,0,0,420
1d558-b72ca,practice,1,0,5,0.1,0.9,4,1,1,334
1d558-b72ca,main,0,1,5,0.795,0.275,0,1,0,906
1d558-b72ca,main,0,1,5,0.795,0.275,1,0,1,844
1d558-b72ca,main,0,1,5,0.795,0.275,2,0,1,713
1d558-b72ca,main,0,1,5,0.795,0.275,3,1,1,753
1d558-b72ca,main,0,1,5,0.795,0.275,4,0,1,767
1d558-b72ca,main,1,1,20,0.716,0.433,0,1,1,1201
1d558-b72ca,main,1,1,20,0.716,0.433,1,0,1,520
1d558-b72ca,main,1,1,20,0.716,0.433,2,0,1,421
1d558-b72ca,main,1,1,20,0.716,0.433,3,1,0,334
1d558-b72ca,main,1,1,20,0.716,0.433,4,1,1,464
1d558-b72ca,main,1,1,20,0.716,0.433,5,0,0,412
1d558-b72ca,main,1,1,20,0.716,0.433,6,0,1,381
1d558-b72ca,main,1,1,20,0.716,0.433,7,1,0,391
1d558-b72ca,main,1,1,20,0.716,0.433,8,1,1,418
1d558-b72ca,main,1,1,20,0.716,0.433,9,1,0,389
1d558-b72ca,main,1,1,20,0.716,0.433,10,1,0,462
1d558-b72ca,main,1,1,20,0.716,0.433,11,0,0,433
1d558-b72ca,main,1,1,20,0.716,0.433,12,0,1,337
1d558-b72ca,main,1,1,20,0.716,0.433,13,0,1,403
1d558-b72ca,main,1,1,20,0.716,0.433,14,1,1,215
1d558-b72ca,main,1,1,20,0.716,0.433,15,1,0,456
1d558-b72ca,main,1,1,20,0.716,0.433,16,0,0,327
1d558-b72ca,main,1,1,20,0.716,0.433,17,0,0,396
1d558-b72ca,main,1,1,20,0.716,0.433,18,1,1,175
1d558-b72ca,main,1,1,20,0.716,0.433,19,1,1,372
1d558-b72ca,main,2,5,5,0.325,0.756,0,0,0,1119
1d558-b72ca,main,2,5,5,0.325,0.756,1,0,1,516
1d558-b72ca,main,2,5,5,0.325,0.756,2,0,1,625
1d558-b72ca,main,2,5,5,0.325,0.756,3,1,0,529
1d558-b72ca,main,2,5,5,0.325,0.756,4,0,0,632
1d558-b72ca,main,3,1,20,0.251,0.248,0,1,1,1377
1d558-b72ca,main,3,1,20,0.251,0.248,1,0,0,481
1d558-b72ca,main,3,1,20,0.251,0.248,2,1,1,311
1d558-b72ca,main,3,1,20,0.251,0.248,3,1,0,448
1d558-b72ca,main,3,1,20,0.251,0.248,4,1,1,387
1d558-b72ca,main,3,1,20,0.251,0.248,5,0,1,469
1d558-b72ca,main,3,1,20,0.251,0.248,6,0,0,388
1d558-b72ca,main,3,1,20,0.251,0.248,7,0,0,348
1d558-b72ca,main,3,1,20,0.251,0.248,8,0,0,329
1d558-b72ca,main,3,1,20,0.251,0.248,9,0,1,317
1d558-b72ca,main,3,1,20,0.251,0.248,10,0,0,385
1d558-b72ca,main,3,1,20,0.251,0.248,11,1,0,284
1d558-b72ca,main,3,1,20,0.251,0.248,12,1,0,306
1d558-b72ca,main,3,1,20,0.251,0.248,13,0,0,267
1d558-b72ca,main,3,1,20,0.251,0.248,14,1,0,285
1d558-b72ca,main,3,1,20,0.251,0.248,15,1,0,273
1d558-b72ca,main,3,1,20,0.251,0.248,16,0,1,176
1d558-b72ca,main,3,1,20,0.251,0.248,17,0,0,318
1d558-b72ca,main,3,1,20,0.251,0.248,18,1,0,159
1d558-b72ca,main,3,1,20,0.251,0.248,19,1,0,350
1d558-b72ca,main,4,1,5,0.542,0.328,0,0,0,1193
1d558-b72ca,main,4,1,5,0.542,0.328,1,0,1,372
1d558-b72ca,main,4,1,5,0.542,0.328,2,1,0,584
1d558-b72ca,main,4,1,5,0.542,0.328,3,1,1,365
1d558-b72ca,main,4,1,5,0.542,0.328,4,0,0,536
1d558-b72ca,main,5,1,5,0.765,0.728,0,0,1,867
1d558-b72ca,main,5,1,5,0.765,0.728,1,1,1,266
1d558-b72ca,main,5,1,5,0.765,0.728,2,1,1,486
1d558-b72ca,main,5,1,5,0.765,0.728,3,0,1,370
1d558-b72ca,main,5,1,5,0.765,0.728,4,1,1,360
1d558-b72ca,main,6,1,10,0.292,0.765,0,0,1,889
1d558-b72ca,main,6,1,10,0.292,0.765,1,0,0,410
1d558-b72ca,main,6,1,10,0.292,0.765,2,0,0,404
1d558-b72ca,main,6,1,10,0.292,0.765,3,0,1,292
1d558-b72ca,main,6,1,10,0.292,0.765,4,0,1,339
1d558-b72ca,main,6,1,10,0.292,0.765,5,1,1,448
1d558-b72ca,main,6,1,10,0.292,0.765,6,0,0,297
1d558-b72ca,main,6,1,10,0.292,0.765,7,0,0,348
1d558-b72ca,main,6,1,10,0.292,0.765,8,1,1,250
1d558-b72ca,main,6,1,10,0.292,0.765,9,0,0,417
1d558-b72ca,main,7,1,20,0.457,0.264,0,1,1,667
1d558-b72ca,main,7,1,20,0.457,0.264,1,0,0,435
1d558-b72ca,main,7,1,20,0.457,0.264,2,0,1,327
1d558-b72ca,main,7,1,20,0.457,0.264,3,1,1,263
1d558-b72ca,main,7,1,20,0.457,0.264,4,0,0,335
1d558-b72ca,main,7,1,20,0.457,0.264,5,0,0,318
1d558-b72ca,main,7,1,20,0.457,0.264,6,0,0,219
1d558-b72ca,main,7,1,20,0.457,0.264,7,1,1,490
1d558-b72ca,main,7,1,20,0.457,0.264,8,1,0,325
1d558-b72ca,main,7,1,20,0.457,0.264,9,0,1,289
1d558-b72ca,main,7,1,20,0.457,0.264,10,1,0,297
1d558-b72ca,main,7,1,20,0.457,0.264,11,0,0,620
1d558-b72ca,main,7,1,20,0.457,0.264,12,0,0,235
1d558-b72ca,main,7,1,20,0.457,0.264,13,1,0,13
1d558-b72ca,main,7,1,20,0.457,0.264,14,1,0,225
1d558-b72ca,main,7,1,20,0.457,0.264,15,0,1,275
1d558-b72ca,main,7,1,20,0.457,0.264,16,1,1,362
1d558-b72ca,main,7,1,20,0.457,0.264,17,0,1,408
1d558-b72ca,main,7,1,20,0.457,0.264,18,1,0,411
1d558-b72ca,main,7,1,20,0.457,0.264,19,0,1,156
1d558-b72ca,main,8,5,10,0.245,0.65,0,1,0,542
1d558-b72ca,main,8,5,10,0.245,0.65,1,1,1,305
1d558-b72ca,main,8,5,10,0.245,0.65,2,1,1,282
1d558-b72ca,main,8,5,10,0.245,0.65,3,0,0,338
1d558-b72ca,main,8,5,10,0.245,0.65,4,0,0,166
1d558-b72ca,main,8,5,10,0.245,0.65,5,1,0,55
1d558-b72ca,main,8,5,10,0.245,0.65,6,1,1,213
1d558-b72ca,main,8,5,10,0.245,0.65,7,0,0,267
1d558-b72ca,main,8,5,10,0.245,0.65,8,0,1,254
1d558-b72ca,main,8,5,10,0.245,0.65,9,1,1,379
1d558-b72ca,main,9,1,10,0.382,0.22,0,0,0,704
1d558-b72ca,main,9,1,10,0.382,0.22,1,0,1,271
1d558-b72ca,main,9,1,10,0.382,0.22,2,0,1,431
1d558-b72ca,main,9,1,10,0.382,0.22,3,1,0,274
1d558-b72ca,main,9,1,10,0.382,0.22,4,1,0,282
1d558-b72ca,main,9,1,10,0.382,0.22,5,1,0,167
1d558-b72ca,main,9,1,10,0.382,0.22,6,0,0,233
1d558-b72ca,main,9,1,10,0.382,0.22,7,1,1,186
1d558-b72ca,main,9,1,10,0.382,0.22,8,0,0,313
1d558-b72ca,main,9,1,10,0.382,0.22,9,1,0,214
1d558-b72ca,main,10,5,20,0.341,0.746,0,1,0,917
1d558-b72ca,main,10,5,20,0.341,0.746,1,1,1,257
1d558-b72ca,main,10,5,20,0.341,0.746,2,0,0,168
1d558-b72ca,main,10,5,20,0.341,0.746,3,0,1,285
1d558-b72ca,main,10,5,20,0.341,0.746,4,0,0,227
1d558-b72ca,main,10,5,20,0.341,0.746,5,1,1,39
1d558-b72ca,main,10,5,20,0.341,0.746,6,0,1,422
1d558-b72ca,main,10,5,20,0.341,0.746,7,1,1,331
1d558-b72ca,main,10,5,20,0.341,0.746,8,0,1,479
